Loop_Date,Ativo,Entradas,Acuracia,Lucro_medio,Lucro_Max,Drowndown_max,Saldo,Rastreador,Gatilho,Ultimos3,Am1,Am2,Amanha,Operou_Dia,Close_D0,Gatilho_Dia,PNL,PNL_per_Entry
2024-01-03,BLAU3,24,0.71,1.96,6.03,-4.68,61847.0,BLAU3_Down_1_opendia_Afastado_1_Sell_Corpo,opendia_0.01,0.75,0.71,0.71,1,True,14.95,14.8773,-0.0726999999999993,-0.003029166666666638
2024-01-05,CVCB3,9,0.78,3.69,6.19,-4.8,61815.0,CVCB3_Down_1.5_high_Afastado_-1_Buy_Corpo,3.28,1.0,0.78,0.78,1,True,3.18,3.28,-0.0999999999999996,-0.011111111111111066
2024-01-05,AGXY3,14,0.71,2.81,5.46,-2.92,62022.0,AGXY3_Down_1.5_high_Afastado_-1_Sell_Corpo,52.27,0.75,0.71,0.71,1,False,50.1,52.27,2.1700000000000017,0.1550000000000001
2024-01-05,PGMN3,14,0.79,2.66,5.88,-3.81,62766.0,PGMN3_Down_2.5_opendia_Afastado_-0.5_Sell_Corpo,opendia_-0.005,0.75,0.79,0.79,1,True,2.97,2.8855,-0.0845000000000002,-0.0060357142857143
2024-01-05,POMO3,11,1.0,2.6,5.94,-2.71,64313.0,POMO3_Down_0.5_high_Afastado_1_Buy_Pavio,4.25,1.0,1.0,1.0,1,False,4.13,4.25,-0.1200000000000001,-0.010909090909090919
2024-01-05,VVEO3,28,0.71,2.45,6.47,-4.49,69179.0,VVEO3_Down_1.5_opendia_Afastado_-0.5_Sell_Corpo,opendia_-0.005,1.0,0.71,0.71,1,False,12.56,12.0793,-0.4807000000000005,-0.017167857142857162
2024-01-05,SBFG3,16,0.81,2.36,4.34,-3.91,64457.0,SBFG3_Down_0.5_open_Afastado_0_Sell_GAP,10.38,0.75,0.81,0.81,1,False,10.06,10.38,0.3200000000000003,0.020000000000000018
2024-01-05,PCAR3,43,0.77,2.27,6.78,-4.36,80707.0,PCAR3_Down_0.5_low_Afastado_0_Sell_Corpo,4.33,0.75,0.77,0.77,1,True,4.1,4.33,0.2300000000000004,0.0053488372093023345
2024-01-05,VITT3,23,0.74,1.95,4.55,-4.9,60114.0,VITT3_Down_0.5_high_Afastado_0.5_Buy_Pavio,8.73,1.0,0.74,0.74,1,False,8.61,8.73,-0.120000000000001,-0.005217391304347869
2024-01-05,RAPT4,16,0.88,1.93,5.6,-3.41,61630.0,RAPT4_Down_0.5_open_Afastado_0.5_Buy_Corpo,13.27,1.0,0.88,0.88,1,False,12.84,13.27,-0.4299999999999997,-0.026874999999999982
2024-01-05,AZZA3,40,0.8,1.91,4.79,-4.78,71824.0,AZZA3_Down_0.5_opendia_Afastado_0_Sell_GAP,opendia_0.0,0.75,0.8,0.8,1,True,59.05,57.01,-2.039999999999999,-0.050999999999999976
2024-01-08,AGXY3,14,0.71,2.81,5.46,-2.92,62022.0,AGXY3_Down_1.5_high_Afastado_-1_Sell_Corpo,51.08,0.75,0.71,0.71,1,False,47.85,51.08,3.229999999999997,0.23071428571428548
2024-01-08,PCAR3,44,0.77,2.36,6.78,-4.36,83352.0,PCAR3_Down_0.5_low_Afastado_0_Sell_Corpo,4.1,0.75,0.77,0.77,1,True,4.09,4.1,0.0099999999999997,0.00022727272727272047
2024-01-08,BRFS3,17,0.76,2.31,5.15,-2.97,63682.0,BRFS3_Up_0.5_open_Afastado_0_Buy_Corpo,12.19,0.75,0.76,0.76,1,False,12.36,12.19,0.1699999999999999,0.009999999999999995
2024-01-08,GMAT3,22,0.77,2.28,4.53,-2.68,68924.0,GMAT3_Up_1_opendia_Afastado_-0.5_Sell_Corpo,opendia_-0.005,1.0,0.77,0.77,1,True,6.85,6.6267000000000005,-0.2232999999999991,-0.01014999999999996
2024-01-08,ROMI3,18,0.72,2.11,6.36,-2.58,61191.0,ROMI3_Up_1_opendia_Afastado_0_Sell_Corpo,opendia_0.0,0.75,0.72,0.72,1,True,11.58,11.39,-0.1899999999999995,-0.010555555555555528
2024-01-08,POMO3,30,0.87,1.99,5.94,-4.19,72915.0,POMO3_Up_0.5_close_Afastado_1_Buy_Pavio,4.17,1.0,0.87,0.87,1,True,4.18,4.17,0.0099999999999997,0.00033333333333332335
2024-01-08,TRIS3,29,0.79,1.98,5.32,-4.67,68270.0,TRIS3_Up_1_opendia_Afastado_0.5_Sell_Corpo,opendia_0.005,0.75,0.79,0.79,1,True,5.0,4.8843,-0.1157000000000003,-0.003989655172413804
2024-01-08,AZZA3,41,0.78,1.91,4.79,-4.78,69988.0,AZZA3_Down_0.5_opendia_Afastado_0_Sell_GAP,opendia_0.0,0.75,0.78,0.78,1,True,62.26,58.98,-3.280000000000001,-0.08000000000000003
2024-01-08,SIMH3,28,0.71,1.88,5.32,-4.71,65001.0,SIMH3_Up_0.5_low_Afastado_-1_Sell_GAP,8.76,0.75,0.71,0.71,1,False,9.25,8.76,-0.4900000000000002,-0.01750000000000001
2024-01-08,JALL3,32,0.72,1.82,4.41,-3.43,67719.0,JALL3_Up_0.5_open_Afastado_1_Sell_Pavio,7.54,1.0,0.72,0.72,1,True,7.62,7.54,-0.08,-0.0025
2024-01-09,MGLU3,9,0.78,4.33,6.59,-4.37,63423.0,MGLU3_Up_5_opendia_Afastado_0_Sell_Corpo,opendia_0.0,0.75,0.78,0.78,1,True,20.65,19.87,-0.7799999999999976,-0.08666666666666639
2024-01-09,BHIA3,9,0.78,3.9,5.66,-4.03,62605.0,BHIA3_Up_3.5_close_Afastado_0_Sell_Corpo,11.1,0.75,0.78,0.78,1,True,10.95,11.1,0.1500000000000003,0.0166666666666667
