Loop_Date,Ativo,Entradas,Acuracia,Lucro_medio,Lucro_Max,Drowndown_max,Saldo,Rastreador,Gatilho,Ultimos3,Am1,Am2,Amanha,Operou_Dia,Close_D0,Gatilho_Dia,PNL,PNL_per_Entry
2024-02-29,USIM5,15,0.73,2.42,6.85,-3.36,62403.0,USIM5_Up_1.5_close_Afastado_0.5_Buy_Corpo,10.63,0.75,0.73,0.73,1,True,10.7,10.63,0.0699999999999985,0.0046666666666665664
2024-02-29,SBFG3,24,0.71,2.18,6.71,-3.47,63129.0,SBFG3_Down_1_open_Afastado_-0.5_Sell_Corpo,11.55,0.75,0.71,0.71,1,True,11.53,11.55,0.0200000000000013,0.0008333333333333876
2024-02-29,VAMO3,23,0.74,2.03,6.67,-4.44,60400.0,VAMO3_Down_2.5_opendia_Afastado_0_Sell_Corpo,opendia_0.0,0.75,0.74,0.74,1,True,8.73,8.72,-0.0099999999999997,-0.0004347826086956391
2024-02-29,VITT3,27,0.78,1.97,6.14,-4.59,65035.0,VITT3_Down_1.5_low_Afastado_1_Sell_Corpo,6.26,0.75,0.78,0.78,1,True,6.22,6.26,0.04,0.0014814814814814814
2024-02-29,JSLG3,20,0.75,1.89,5.73,-4.55,59763.0,JSLG3_Down_1_high_Afastado_-1_Buy_Corpo,11.26,0.75,0.75,0.75,1,False,11.03,11.26,-0.2300000000000004,-0.01150000000000002
2024-02-29,RECV3,39,0.77,1.69,5.49,-3.95,69272.0,RECV3_Down_0.5_close_Afastado_0_Sell_GAP,18.78,0.75,0.77,0.77,1,True,18.66,18.78,0.120000000000001,0.0030769230769231025
2024-02-29,SHUL4,31,0.74,1.65,3.58,-3.99,66127.0,SHUL4_Up_0.5_high_Afastado_0.5_Buy_Pavio,6.49,0.75,0.74,0.74,1,True,6.43,6.49,-0.0600000000000005,-0.001935483870967758
2024-02-29,AZZA3,33,0.76,1.56,4.47,-4.49,64984.0,AZZA3_Down_0.5_low_Afastado_0_Sell_GAP,57.14,0.75,0.76,0.76,1,True,57.64,57.14,-0.5,-0.015151515151515152
2024-03-01,AGXY3,18,0.72,2.66,5.46,-4.14,64125.0,AGXY3_Down_1.5_high_Afastado_-1_Sell_Corpo,28.07,0.75,0.72,0.72,1,False,26.55,28.07,1.5199999999999996,0.08444444444444442
2024-03-01,PCAR3,25,0.76,2.56,6.78,-4.42,70586.0,PCAR3_Down_0.5_low_Afastado_0_Sell_GAP,4.01,1.0,0.76,0.76,1,True,3.88,4.01,0.1299999999999999,0.005199999999999995
2024-03-01,AZZA3,12,0.75,2.39,4.95,-3.58,59541.0,AZZA3_Down_0.5_low_Afastado_0.5_Sell_GAP,56.87,0.75,0.75,0.75,1,True,57.76,56.87,-0.8900000000000006,-0.07416666666666671
2024-03-01,POMO3,14,0.93,2.29,5.94,-2.71,64479.0,POMO3_Down_0.5_high_Afastado_1_Buy_Pavio,5.25,0.75,0.93,0.93,1,False,4.95,5.25,-0.2999999999999998,-0.021428571428571415
2024-03-01,USIM5,16,0.75,2.27,6.85,-3.36,62732.0,USIM5_Up_1.5_close_Afastado_0.5_Buy_Corpo,10.75,0.75,0.75,0.75,1,True,10.74,10.75,-0.0099999999999997,-0.0006249999999999813
2024-03-01,MDNE3,18,0.72,1.91,5.0,-2.48,60432.0,MDNE3_Up_1.5_open_Afastado_1_Buy_Corpo,12.07,0.75,0.72,0.72,1,True,11.87,12.07,-0.200000000000001,-0.011111111111111167
2024-03-01,VITT3,28,0.79,1.91,6.14,-4.59,65355.0,VITT3_Down_1.5_low_Afastado_1_Sell_Corpo,6.2,0.75,0.79,0.79,1,False,6.37,6.2,-0.1699999999999999,-0.006071428571428568
2024-03-01,SOJA3,38,0.74,1.89,4.78,-3.45,68441.0,SOJA3_Up_0.5_low_Afastado_1_Buy_Pavio,14.91,1.0,0.74,0.74,1,True,14.72,14.91,-0.1899999999999995,-0.004999999999999987
2024-03-01,JSLG3,21,0.71,1.82,3.57,-4.2,59750.0,JSLG3_Up_0.5_low_Afastado_-1_Buy_Movimento,10.68,1.0,0.71,0.71,1,False,10.99,10.68,0.3100000000000005,0.014761904761904785
2024-03-01,RECV3,40,0.78,1.66,5.49,-3.95,69596.0,RECV3_Down_0.5_close_Afastado_0_Sell_GAP,18.66,0.75,0.78,0.78,1,False,18.98,18.66,-0.3200000000000003,-0.008000000000000007
2024-03-04,BHIA3,8,0.88,3.08,6.06,-4.31,59091.0,BHIA3_Up_4.5_close_Afastado_1_Sell_Corpo,9.82,0.75,0.88,0.88,1,True,9.84,9.82,-0.0199999999999995,-0.0024999999999999376
2024-03-04,ALPA4,15,0.73,2.65,6.53,-2.82,63247.0,ALPA4_Up_0.5_low_Afastado_0_Buy_Corpo,9.88,1.0,0.73,0.73,1,True,9.65,9.88,-0.2300000000000004,-0.01533333333333336
2024-03-04,PCAR3,26,0.77,2.59,6.78,-4.42,72211.0,PCAR3_Down_0.5_low_Afastado_0_Sell_GAP,3.85,1.0,0.77,0.77,1,True,3.6,3.85,0.25,0.009615384615384616
2024-03-04,AZUL4,30,0.77,2.48,6.69,-4.55,75715.0,AZUL4_Up_0.5_opendia_Afastado_1_Sell_Movimento,opendia_0.01,1.0,0.77,0.77,1,False,11.9,12.423,0.5229999999999997,0.01743333333333332
2024-03-04,AMBP3,13,0.77,2.41,5.26,-4.0,59420.0,AMBP3_Up_2.5_opendia_Afastado_-1_Sell_Corpo,opendia_-0.01,1.0,0.77,0.77,1,True,15.33,15.1866,-0.1433999999999997,-0.011030769230769207
2024-03-04,POMO3,14,0.93,2.29,5.94,-2.71,64479.0,POMO3_Down_0.5_high_Afastado_1_Buy_Pavio,5.12,0.75,0.93,0.93,1,False,4.98,5.12,-0.1399999999999996,-0.00999999999999997
2024-03-04,TRIS3,36,0.78,1.9,5.32,-4.67,69635.0,TRIS3_Up_1_opendia_Afastado_0.5_Sell_Corpo,opendia_0.005,1.0,0.78,0.78,1,True,4.6,4.55265,-0.0473499999999997,-0.0013152777777777694
2024-03-04,JSLG3,21,0.71,1.82,3.57,-4.2,59750.0,JSLG3_Up_0.5_low_Afastado_-1_Buy_Movimento,10.88,1.0,0.71,0.71,1,False,11.03,10.88,0.1499999999999985,0.0071428571428570715
2024-03-04,USIM3,29,0.76,1.61,6.9,-4.1,65199.0,USIM3_Up_0.5_close_Afastado_1_Buy_Corpo,10.62,0.75,0.76,0.76,1,False,10.03,10.62,-0.5899999999999999,-0.02034482758620689
2024-03-04,MRVE3,21,0.76,1.57,4.64,-4.22,59952.0,MRVE3_Up_2_close_Afastado_0_Sell_Corpo,7.6,0.75,0.76,0.76,1,False,7.79,7.6,-0.1900000000000004,-0.009047619047619066
2024-03-05,PETZ3,11,0.73,3.24,6.58,-4.73,61570.0,PETZ3_Down_4.5_opendia_Afastado_-1_Sell_Corpo,opendia_-0.01,0.75,0.73,0.73,1,True,3.7,3.7026,0.0025999999999997,0.00023636363636360912
2024-03-05,BRFS3,21,0.76,2.32,5.15,-2.97,66468.0,BRFS3_Up_0.5_open_Afastado_0_Buy_Corpo,14.51,0.75,0.76,0.76,1,False,15.51,14.51,1.0,0.047619047619047616
2024-03-05,POMO3,14,0.93,2.29,5.94,-2.71,64479.0,POMO3_Down_0.5_high_Afastado_1_Buy_Pavio,5.06,0.75,0.93,0.93,1,True,5.05,5.06,-0.0099999999999997,-0.0007142857142856928
2024-03-05,SBFG3,25,0.72,2.07,6.71,-3.47,63215.0,SBFG3_Down_1_open_Afastado_-0.5_Sell_Corpo,11.74,0.75,0.72,0.72,1,False,11.4,11.74,0.3399999999999998,0.013599999999999992
2024-03-05,VVEO3,16,0.81,2.03,4.01,-4.25,61720.0,VVEO3_Down_2.5_low_Afastado_-0.5_Sell_Corpo,7.89,1.0,0.81,0.81,1,True,7.59,7.89,0.2999999999999998,0.01874999999999999
2024-03-05,VITT3,28,0.79,1.91,6.14,-4.59,65355.0,VITT3_Down_1.5_low_Afastado_1_Sell_Corpo,6.24,0.75,0.79,0.79,1,True,6.26,6.24,-0.0199999999999995,-0.0007142857142856965
2024-03-05,TRIS3,37,0.76,1.9,5.32,-4.67,69085.0,TRIS3_Up_1_opendia_Afastado_0.5_Sell_Corpo,opendia_0.005,0.75,0.76,0.76,1,True,4.68,4.5627,-0.1172999999999993,-0.0031702702702702513
2024-03-05,CSED3,19,0.74,1.89,4.31,-4.75,61367.0,CSED3_Down_0.5_open_Afastado_1_Sell_Corpo,4.34,0.75,0.74,0.74,1,False,4.16,4.34,0.1799999999999997,0.009473684210526299
2024-03-05,BLAU3,26,0.77,1.75,4.65,-4.68,62395.0,BLAU3_Down_1.5_opendia_Afastado_1_Sell_Corpo,opendia_0.01,0.75,0.77,0.77,1,True,11.72,11.8776,0.1575999999999986,0.006061538461538408
2024-03-05,RECV3,40,0.78,1.66,5.49,-3.95,69596.0,RECV3_Down_0.5_close_Afastado_0_Sell_GAP,18.6,0.75,0.78,0.78,1,True,18.68,18.6,-0.0799999999999983,-0.0019999999999999575
2024-03-06,PCAR3,27,0.78,2.78,6.78,-4.42,75461.0,PCAR3_Down_0.5_low_Afastado_0_Sell_GAP,3.38,1.0,0.78,0.78,1,False,3.69,3.38,-0.31,-0.011481481481481481
2024-03-06,AZUL4,30,0.77,2.48,6.69,-4.55,75715.0,AZUL4_Up_0.5_opendia_Afastado_1_Sell_Movimento,opendia_0.01,1.0,0.77,0.77,1,True,12.31,12.6351,0.325099999999999,0.010836666666666633
2024-03-06,VVEO3,24,0.71,2.45,4.69,-4.49,66220.0,VVEO3_Down_2.5_close_Afastado_-0.5_Sell_Corpo,7.55,0.75,0.71,0.71,1,True,7.2,7.55,0.3499999999999996,0.014583333333333316
2024-03-06,BRFS3,21,0.76,2.32,5.15,-2.97,66468.0,BRFS3_Up_0.5_open_Afastado_0_Buy_Corpo,14.9,0.75,0.76,0.76,1,False,15.7,14.9,0.7999999999999989,0.03809523809523804
2024-03-06,AGXY3,12,0.83,2.19,6.0,-2.02,59753.0,AGXY3_Up_1.5_open_Afastado_0.5_Buy_Corpo,27.44,1.0,0.83,0.83,1,False,28.35,27.44,0.91,0.07583333333333334
2024-03-06,POMO3,22,0.82,2.14,5.94,-4.94,67742.0,POMO3_Up_0.5_high_Afastado_1_Buy_Movimento,5.16,0.75,0.82,0.82,1,False,5.12,5.16,-0.04,-0.0018181818181818182
2024-03-06,PGMN3,15,0.87,1.89,5.19,-3.01,61202.0,PGMN3_Down_2.5_opendia_Afastado_-1_Sell_Corpo,opendia_-0.01,1.0,0.87,0.87,1,False,2.63,2.5443,-0.0857000000000001,-0.005713333333333339
2024-03-06,MATD3,12,0.92,1.87,4.17,-2.53,59626.0,MATD3_Down_0.5_high_Afastado_0.5_Sell_Movimento,6.11,1.0,0.92,0.92,1,True,6.02,6.11,0.0900000000000007,0.007500000000000059
2024-03-06,TRIS3,28,0.71,1.85,4.91,-4.67,61862.0,TRIS3_Up_2_opendia_Afastado_0.5_Sell_Corpo,opendia_0.005,0.75,0.71,0.71,1,True,4.71,4.7235,0.0134999999999996,0.0004821428571428429
2024-03-06,JSLG3,21,0.71,1.82,3.57,-4.2,59750.0,JSLG3_Up_0.5_low_Afastado_-1_Buy_Movimento,10.95,1.0,0.71,0.71,1,False,11.23,10.95,0.2800000000000011,0.013333333333333384
2024-03-07,BMGB4,12,0.75,3.27,5.76,-3.49,63237.0,BMGB4_Down_2_opendia_Afastado_-0.5_Sell_Corpo,opendia_-0.005,0.75,0.75,0.75,1,True,3.33,3.2636,-0.0664000000000002,-0.005533333333333349
2024-03-07,VVEO3,25,0.72,2.57,4.69,-4.49,68530.0,VVEO3_Down_2.5_close_Afastado_-0.5_Sell_Corpo,7.16,0.75,0.72,0.72,1,True,7.1,7.16,0.0600000000000005,0.0024000000000000197
2024-03-07,TTEN3,13,0.77,2.36,4.18,-2.67,60382.0,TTEN3_Down_0.5_high_Afastado_0_Buy_Movimento,10.91,0.75,0.77,0.77,1,False,10.49,10.91,-0.4199999999999999,-0.0323076923076923
2024-03-07,BRFS3,21,0.76,2.32,5.15,-2.97,66468.0,BRFS3_Up_0.5_open_Afastado_0_Buy_Corpo,15.56,0.75,0.76,0.76,1,True,15.94,15.56,0.379999999999999,0.018095238095238046
2024-03-07,AGXY3,12,0.83,2.19,6.0,-2.02,59753.0,AGXY3_Up_1.5_open_Afastado_0.5_Buy_Corpo,28.04,1.0,0.83,0.83,1,False,28.35,28.04,0.3100000000000023,0.025833333333333524
2024-03-07,VITT3,29,0.76,1.91,6.14,-4.59,65195.0,VITT3_Down_1.5_low_Afastado_1_Sell_Corpo,6.15,0.75,0.76,0.76,1,False,6.47,6.15,-0.3199999999999994,-0.011034482758620668
2024-03-07,JSLG3,21,0.71,1.82,3.57,-4.2,59750.0,JSLG3_Up_0.5_low_Afastado_-1_Buy_Movimento,11.0,1.0,0.71,0.71,1,False,11.19,11.0,0.1899999999999995,0.009047619047619023
2024-03-07,POMO3,45,0.76,1.82,6.64,-4.15,72292.0,POMO3_Up_0.5_close_Afastado_0.5_Buy_Movimento,5.15,0.75,0.76,0.76,1,True,5.27,5.15,0.1199999999999992,0.002666666666666649
2024-03-07,RECV3,17,0.76,1.79,4.54,-3.29,59328.0,RECV3_Down_2_close_Afastado_-1_Sell_Corpo,17.22,0.75,0.76,0.76,1,True,16.81,17.22,0.4100000000000001,0.024117647058823535
2024-03-07,ARML3,12,0.92,1.73,4.53,-2.96,59283.0,ARML3_Up_0.5_open_Afastado_0.5_Buy_GAP,12.81,1.0,0.92,0.92,1,False,12.38,12.81,-0.4299999999999997,-0.03583333333333331
2024-03-08,PCAR3,27,0.78,2.78,6.78,-4.42,75461.0,PCAR3_Down_0.5_low_Afastado_0_Sell_GAP,3.52,1.0,0.78,0.78,1,True,3.52,3.52,0.0,0.0
2024-03-08,TTEN3,13,0.77,2.36,4.18,-2.67,60382.0,TTEN3_Down_0.5_high_Afastado_0_Buy_Movimento,10.59,0.75,0.77,0.77,1,False,10.43,10.59,-0.1600000000000001,-0.012307692307692315
2024-03-08,BRFS3,22,0.77,2.32,5.15,-2.97,67684.0,BRFS3_Up_0.5_open_Afastado_0_Buy_Corpo,15.7,0.75,0.77,0.77,1,False,16.25,15.7,0.5500000000000007,0.025000000000000033
2024-03-08,CSED3,19,0.74,1.89,4.31,-4.75,61367.0,CSED3_Down_0.5_open_Afastado_1_Sell_Corpo,4.28,0.75,0.74,0.74,1,False,4.23,4.28,0.0499999999999998,0.0026315789473684106
2024-03-08,RECV3,18,0.78,1.83,4.54,-3.29,60517.0,RECV3_Down_2_close_Afastado_-1_Sell_Corpo,16.64,0.75,0.78,0.78,1,False,17.34,16.64,-0.6999999999999993,-0.03888888888888885
2024-03-08,JSLG3,21,0.71,1.82,3.57,-4.2,59750.0,JSLG3_Up_0.5_low_Afastado_-1_Buy_Movimento,10.95,1.0,0.71,0.71,1,False,11.42,10.95,0.4700000000000006,0.022380952380952408
2024-03-08,POMO3,38,0.89,1.79,5.94,-4.74,76737.0,POMO3_Up_0.5_close_Afastado_1_Buy_Corpo,5.32,0.75,0.89,0.89,1,False,4.95,5.32,-0.3700000000000001,-0.00973684210526316
2024-03-08,POSI3,35,0.71,1.63,5.66,-4.64,60652.0,POSI3_Down_1.5_opendia_Afastado_0_Buy_Corpo,opendia_0.0,0.75,0.71,0.71,1,True,7.57,7.44,0.1299999999999999,0.003714285714285711
2024-03-08,SHUL4,33,0.73,1.6,3.58,-3.99,65821.0,SHUL4_Up_0.5_high_Afastado_0.5_Buy_Pavio,6.48,0.75,0.73,0.73,1,True,6.39,6.48,-0.0900000000000007,-0.0027272727272727487
2024-03-08,USIM3,31,0.77,1.57,6.74,-3.55,64971.0,USIM3_Down_0.5_high_Afastado_0.5_Buy_Pavio,10.06,1.0,0.77,0.77,1,True,10.07,10.06,0.0099999999999997,0.0003225806451612807
2024-03-11,PCAR3,28,0.75,2.78,6.78,-4.42,75461.0,PCAR3_Down_0.5_low_Afastado_0_Sell_GAP,3.47,0.75,0.75,0.75,1,True,3.49,3.47,-0.02,-0.0007142857142857143
2024-03-11,AZUL4,31,0.77,2.48,6.69,-4.55,77035.0,AZUL4_Up_0.5_opendia_Afastado_1_Sell_Movimento,opendia_0.01,1.0,0.77,0.77,1,True,12.09,12.2715,0.1814999999999997,0.005854838709677409
2024-03-11,TTEN3,13,0.77,2.36,4.18,-2.67,60382.0,TTEN3_Down_0.5_high_Afastado_0_Buy_Movimento,10.56,0.75,0.77,0.77,1,True,10.42,10.56,-0.1400000000000005,-0.010769230769230809
2024-03-11,BRFS3,22,0.77,2.32,5.15,-2.97,67684.0,BRFS3_Up_0.5_open_Afastado_0_Buy_Corpo,15.79,0.75,0.77,0.77,1,False,16.16,15.79,0.370000000000001,0.016818181818181864
2024-03-11,ALPA4,15,0.8,2.25,5.56,-3.77,60666.0,ALPA4_Up_0.5_open_Afastado_-1_Buy_Corpo,9.26,0.75,0.8,0.8,1,False,9.52,9.26,0.2599999999999998,0.01733333333333332
2024-03-11,USIM5,18,0.83,1.81,6.7,-3.4,62409.0,USIM5_Up_1.5_opendia_Afastado_0.5_Buy_Corpo,opendia_0.005,1.0,0.83,0.83,1,False,10.0,10.44195,-0.4419500000000003,-0.024552777777777795
2024-03-11,EZTC3,45,0.71,1.79,5.9,-3.81,68156.0,EZTC3_Up_0.5_close_Afastado_0.5_Sell_Movimento,14.86,0.75,0.71,0.71,1,True,15.14,14.86,-0.2800000000000011,-0.006222222222222246
2024-03-11,TRIS3,29,0.72,1.77,4.91,-4.67,61968.0,TRIS3_Up_2_opendia_Afastado_0.5_Sell_Corpo,opendia_0.005,0.75,0.72,0.72,1,True,4.71,4.703399999999999,-0.0066000000000006,-0.0002275862068965724
2024-03-11,EVEN3,31,0.71,1.74,4.17,-3.83,63845.0,EVEN3_Down_0.5_high_Afastado_0_Buy_GAP,7.74,1.0,0.71,0.71,1,True,7.68,7.74,-0.0600000000000005,-0.001935483870967758
2024-03-11,TFCO4,23,0.78,1.71,3.9,-3.07,63288.0,TFCO4_Down_0.5_open_Afastado_0.5_Buy_GAP,12.77,1.0,0.78,0.78,1,True,12.77,12.77,0.0,0.0
2024-03-12,AGXY3,18,0.72,2.66,5.46,-4.14,64125.0,AGXY3_Down_1.5_high_Afastado_-1_Sell_Corpo,28.36,0.75,0.72,0.72,1,False,26.4,28.36,1.9600000000000009,0.10888888888888894
2024-03-12,LJQQ3,11,0.73,2.46,3.68,-4.76,59526.0,LJQQ3_Down_1.5_high_Afastado_0_Sell_Corpo,5.39,0.75,0.73,0.73,1,False,5.15,5.39,0.2399999999999993,0.021818181818181754
2024-03-12,TTEN3,14,0.71,2.36,4.18,-2.67,59724.0,TTEN3_Down_0.5_high_Afastado_0_Buy_Movimento,10.62,0.75,0.71,0.71,1,False,10.48,10.62,-0.1399999999999988,-0.009999999999999913
2024-03-12,MDNE3,13,0.77,2.17,4.09,-3.26,60269.0,MDNE3_Up_1.5_open_Afastado_0_Buy_Corpo,11.26,0.75,0.77,0.77,1,False,11.77,11.26,0.5099999999999998,0.039230769230769215
2024-03-12,CSED3,19,0.74,1.89,4.31,-4.75,61367.0,CSED3_Down_0.5_open_Afastado_1_Sell_Corpo,4.27,0.75,0.74,0.74,1,False,4.24,4.27,0.0299999999999993,0.001578947368421016
2024-03-12,JSLG3,26,0.73,1.8,5.73,-4.55,60411.0,JSLG3_Down_0.5_high_Afastado_-1_Buy_Corpo,11.37,0.75,0.73,0.73,1,True,11.37,11.37,0.0,0.0
2024-03-12,SOJA3,18,0.78,1.77,4.52,-4.02,60225.0,SOJA3_Up_1_open_Afastado_-0.5_Buy_Corpo,14.64,1.0,0.78,0.78,1,False,16.9,14.64,2.259999999999998,0.12555555555555545
2024-03-12,EVEN3,31,0.71,1.74,4.17,-3.83,63845.0,EVEN3_Down_0.5_high_Afastado_0_Buy_GAP,7.74,1.0,0.71,0.71,1,True,7.67,7.74,-0.0700000000000002,-0.0022580645161290385
2024-03-12,TFCO4,24,0.75,1.71,3.9,-3.07,63288.0,TFCO4_Down_0.5_open_Afastado_0.5_Buy_GAP,12.87,0.75,0.75,0.75,1,True,12.88,12.87,0.0100000000000015,0.0004166666666667292
2024-03-12,BLAU3,34,0.71,1.68,6.03,-4.68,64046.0,BLAU3_Down_0.5_opendia_Afastado_1_Sell_Movimento,opendia_0.01,0.75,0.71,0.71,1,False,11.33,11.655399999999998,0.3253999999999983,0.009570588235294067
2024-03-13,AGXY3,18,0.72,2.66,5.46,-4.14,64125.0,AGXY3_Down_1.5_high_Afastado_-1_Sell_Corpo,27.47,0.75,0.72,0.72,1,False,25.8,27.47,1.6699999999999982,0.09277777777777768
2024-03-13,AZUL4,32,0.78,2.44,6.69,-4.55,77773.0,AZUL4_Up_0.5_opendia_Afastado_1_Sell_Movimento,opendia_0.01,1.0,0.78,0.78,1,True,12.74,12.5644,-0.1756000000000011,-0.005487500000000034
2024-03-13,BRFS3,22,0.77,2.32,5.15,-2.97,67684.0,BRFS3_Up_0.5_open_Afastado_0_Buy_Corpo,16.2,0.75,0.77,0.77,1,False,16.53,16.2,0.3300000000000018,0.015000000000000081
2024-03-13,ALPA4,15,0.8,2.25,5.56,-3.77,60666.0,ALPA4_Up_0.5_open_Afastado_-1_Buy_Corpo,9.51,0.75,0.8,0.8,1,False,9.93,9.51,0.4199999999999999,0.02799999999999999
2024-03-13,SOJA3,20,0.8,1.93,4.55,-2.69,64411.0,SOJA3_Up_0.5_opendia_Afastado_0.5_Buy_GAP,opendia_0.005,0.75,0.8,0.8,1,True,17.31,16.884,0.4259999999999984,0.02129999999999992
2024-03-13,ETHE11,20,0.8,1.86,6.12,-2.83,63320.0,ETHE11_Down_0.5_open_Afastado_0.5_Buy_Movimento,60.3,0.75,0.8,0.8,1,False,59.2,60.3,-1.0999999999999943,-0.054999999999999716
2024-03-13,BLAU3,27,0.78,1.73,4.65,-4.68,63067.0,BLAU3_Down_1.5_opendia_Afastado_1_Sell_Corpo,opendia_0.01,0.75,0.78,0.78,1,True,11.5,11.5039,0.0038999999999997,0.00014444444444443335
2024-03-13,USIM3,32,0.78,1.51,6.74,-3.58,65021.0,USIM3_Down_0.5_high_Afastado_0.5_Buy_Pavio,9.84,1.0,0.78,0.78,1,False,9.05,9.84,-0.7899999999999991,-0.024687499999999973
2024-03-13,DIRR3,35,0.71,1.46,6.18,-3.99,61012.0,DIRR3_Down_1_opendia_Afastado_0.5_Buy_Corpo,opendia_0.005,0.75,0.71,0.71,1,True,20.88,21.07485,-0.1948500000000024,-0.005567142857142926
2024-03-13,VITT3,44,0.73,1.41,5.12,-2.95,66473.0,VITT3_Up_0.5_opendia_Afastado_0.5_Buy_Pavio,opendia_0.005,1.0,0.73,0.73,1,True,6.62,6.6129,0.0071000000000003,0.00016136363636364318
2024-03-14,AGXY3,18,0.72,2.66,5.46,-4.14,64125.0,AGXY3_Down_1.5_high_Afastado_-1_Sell_Corpo,26.58,0.75,0.72,0.72,1,False,24.75,26.58,1.8299999999999983,0.10166666666666657
2024-03-14,AZUL4,33,0.76,2.44,6.69,-4.55,77053.0,AZUL4_Up_0.5_opendia_Afastado_1_Sell_Movimento,opendia_0.01,0.75,0.76,0.76,1,False,12.62,12.928,0.3080000000000016,0.009333333333333383
2024-03-14,ALPA4,15,0.8,2.25,5.56,-3.77,60666.0,ALPA4_Up_0.5_open_Afastado_-1_Buy_Corpo,9.59,0.75,0.8,0.8,1,False,10.04,9.59,0.4499999999999993,0.029999999999999954
2024-03-14,DXCO3,18,0.72,1.98,6.6,-2.81,59938.0,DXCO3_Up_2.5_opendia_Afastado_0_Buy_Corpo,opendia_0.0,0.75,0.72,0.72,1,True,8.15,8.41,-0.2599999999999998,-0.014444444444444433
2024-03-14,TRIS3,24,0.71,1.85,3.92,-4.2,61009.0,TRIS3_Up_2_opendia_Afastado_1_Sell_Corpo,opendia_0.01,0.75,0.71,0.71,1,True,4.77,4.8379,0.0679000000000007,0.0028291666666666955
2024-03-14,JSLG3,21,0.71,1.82,3.57,-4.2,59750.0,JSLG3_Up_0.5_low_Afastado_-1_Buy_Movimento,11.15,1.0,0.71,0.71,1,True,11.02,11.15,-0.1300000000000007,-0.006190476190476224
2024-03-14,POMO3,38,0.89,1.79,5.94,-4.74,76737.0,POMO3_Up_0.5_close_Afastado_1_Buy_Corpo,5.12,0.75,0.89,0.89,1,False,5.07,5.12,-0.0499999999999998,-0.0013157894736842053
2024-03-14,SOJA3,18,0.78,1.77,4.52,-4.02,60225.0,SOJA3_Up_1_open_Afastado_-0.5_Buy_Corpo,16.72,1.0,0.78,0.78,1,False,17.3,16.72,0.5800000000000018,0.032222222222222326
2024-03-14,EVEN3,31,0.71,1.74,4.17,-3.83,63845.0,EVEN3_Down_0.5_high_Afastado_0_Buy_GAP,7.74,1.0,0.71,0.71,1,False,7.68,7.74,-0.0600000000000005,-0.001935483870967758
2024-03-14,SIMH3,23,0.74,1.67,4.08,-3.95,60823.0,SIMH3_Up_1.5_opendia_Afastado_-0.5_Sell_Corpo,opendia_-0.005,1.0,0.74,0.74,1,True,7.59,7.75105,0.1610500000000003,0.007002173913043491
2024-03-15,AGXY3,18,0.72,2.66,5.46,-4.14,64125.0,AGXY3_Down_1.5_high_Afastado_-1_Sell_Corpo,25.99,0.75,0.72,0.72,1,False,24.9,25.99,1.09,0.06055555555555556
2024-03-15,BRFS3,22,0.77,2.32,5.15,-2.97,67684.0,BRFS3_Up_0.5_open_Afastado_0_Buy_Corpo,16.54,0.75,0.77,0.77,1,True,16.01,16.54,-0.5299999999999976,-0.024090909090908982
2024-03-15,ALPA4,15,0.8,2.25,5.56,-3.77,60666.0,ALPA4_Up_0.5_open_Afastado_-1_Buy_Corpo,9.81,0.75,0.8,0.8,1,True,9.38,9.81,-0.4299999999999997,-0.02866666666666665
2024-03-15,SBFG3,25,0.72,2.07,6.71,-3.47,63215.0,SBFG3_Down_1_open_Afastado_-0.5_Sell_Corpo,12.36,0.75,0.72,0.72,1,False,11.87,12.36,0.4900000000000002,0.01960000000000001
2024-03-15,MILS3,20,0.75,1.99,3.45,-3.01,63161.0,MILS3_Down_2_close_Afastado_0.5_Buy_Corpo,12.11,0.75,0.75,0.75,1,True,11.99,12.11,-0.1199999999999992,-0.00599999999999996
2024-03-15,VITT3,29,0.76,1.91,6.14,-4.59,65195.0,VITT3_Down_1.5_low_Afastado_1_Sell_Corpo,6.41,0.75,0.76,0.76,1,True,6.27,6.41,0.1400000000000005,0.004827586206896569
2024-03-15,CSED3,19,0.74,1.89,4.31,-4.75,61367.0,CSED3_Down_0.5_open_Afastado_1_Sell_Corpo,4.39,0.75,0.74,0.74,1,False,4.18,4.39,0.2099999999999999,0.011052631578947364
2024-03-15,ETHE11,20,0.8,1.86,6.12,-2.83,63320.0,ETHE11_Down_0.5_open_Afastado_0.5_Buy_Movimento,58.86,0.75,0.8,0.8,1,False,54.66,58.86,-4.200000000000003,-0.21000000000000013
2024-03-15,YDUQ3,24,0.71,1.83,4.66,-4.37,62509.0,YDUQ3_Down_2_opendia_Afastado_1_Buy_Corpo,opendia_0.01,0.75,0.71,0.71,1,False,18.08,19.6849,-1.6049000000000009,-0.06687083333333337
2024-03-15,JSLG3,28,0.71,1.73,5.73,-4.55,60631.0,JSLG3_Down_0.5_high_Afastado_-1_Buy_Corpo,11.33,0.75,0.71,0.71,1,False,11.06,11.33,-0.2699999999999996,-0.009642857142857128
2024-03-18,AGXY3,17,0.71,2.54,4.99,-3.19,62426.0,AGXY3_Down_0.5_open_Afastado_1_Sell_Corpo,25.45,0.75,0.71,0.71,1,False,24.9,25.45,0.5500000000000007,0.03235294117647063
