Loop_Date,Ativo,Entradas,Acuracia,Lucro_medio,Lucro_Max,Drowndown_max,Saldo,Rastreador,Gatilho,Ultimos3,Am1,Am2,Amanha,Operou_Dia,Close_D0,Gatilho_Dia,PNL
2024-01-02,CVCB3,8,0.88,3.69,6.19,-4.8,62725.0,CVCB3_Down_1.5_high_Afastado_-1_Buy_Corpo,3.98,1.0,0.88,0.88,1,False,3.28,3.98,-0.7000000000000002
2024-01-02,GRND3,27,0.85,1.1,2.9,-3.03,61746.0,GRND3_Up_0.5_close_Afastado_-1_Sell_Movimento,7.0,1.0,0.85,0.85,1,True,6.87,7.0,0.1299999999999999
2024-01-02,VITT3,23,0.78,1.97,4.56,-4.91,61732.0,VITT3_Down_0.5_high_Afastado_0.5_Buy_Pavio,9.74,1.0,0.78,0.78,1,False,9.15,9.74,-0.5899999999999999
2024-01-02,ISAE4,29,0.72,1.15,5.34,-2.52,60956.0,ISAE4_Up_0.5_opendia_Afastado_-1_Sell_Pavio,opendia_-0.01,1.0,0.72,0.72,1,True,26.2,26.1162,-0.0838000000000001
2024-01-02,SAPR11,29,0.72,1.29,5.46,-2.95,60916.0,SAPR11_Up_0.5_open_Afastado_-0.5_Buy_Movimento,28.72,0.75,0.72,0.72,1,True,28.3,28.72,-0.41999999999999815
2024-01-02,JSLG3,26,0.73,1.53,4.37,-4.11,60717.0,JSLG3_Up_1_close_Afastado_-1_Buy_Corpo,12.33,1.0,0.73,0.73,1,False,12.67,12.33,0.33999999999999986
2024-01-02,CBAV3,25,0.8,1.62,4.46,-4.68,60526.0,CBAV3_Down_1_close_Afastado_-0.5_Sell_Corpo,5.07,0.75,0.8,0.8,1,True,5.03,5.07,0.040000000000000036
2024-01-02,LWSA3,11,0.73,2.74,5.72,-2.64,60347.0,LWSA3_Down_3.5_close_Afastado_0.5_Sell_Corpo,6.04,0.75,0.73,0.73,1,False,5.57,6.04,0.46999999999999975
2024-01-02,CASH3,17,0.82,1.87,5.08,-4.12,60188.0,CASH3_Down_1.5_low_Afastado_-0.5_Sell_Corpo,7.83,1.0,0.82,0.82,1,True,7.68,7.83,0.15000000000000036
2024-01-02,CURY3,18,0.78,1.85,4.43,-4.33,60038.0,CURY3_Up_0.5_close_Afastado_-1_Sell_Corpo,17.81,0.75,0.78,0.78,1,True,17.54,17.81,0.2699999999999996
2024-01-03,SYNE3,58,0.71,1.61,4.35,-4.12,77926.0,SYNE3_Up_0.5_close_Afastado_-1_Buy_Movimento,4.82,1.0,0.71,0.72,1,True,4.66,4.82,-0.16000000000000014
2024-01-03,VVEO3,25,0.72,2.36,6.41,-4.51,66006.0,VVEO3_Down_1.5_opendia_Afastado_-0.5_Sell_Corpo,opendia_-0.005,0.75,0.72,0.72,1,True,12.82,13.34295,0.5229499999999998
2024-01-03,AZZA3,33,0.73,1.52,4.0,-4.46,65508.0,AZZA3_Down_0.5_low_Afastado_-0.5_Sell_GAP,61.83,0.75,0.73,0.73,1,True,61.53,61.83,0.29999999999999716
2024-01-03,RECV3,25,0.84,1.74,5.47,-2.89,65492.0,RECV3_Down_0.5_close_Afastado_0_Sell_GAP,20.77,1.0,0.84,0.84,1,True,21.25,20.77,-0.4800000000000004
2024-01-03,SMTO3,22,0.77,1.86,5.4,-2.35,65338.0,SMTO3_Down_1.5_close_Afastado_0_Sell_Corpo,28.48,0.75,0.77,0.77,1,True,28.78,28.48,-0.3000000000000007
2024-01-03,POMO3,19,0.89,1.86,5.57,-4.24,64807.0,POMO3_Up_0.5_close_Afastado_1_Buy_Corpo,4.77,0.75,0.89,0.89,1,True,4.89,4.77,0.1200000000000001
2024-01-03,PETZ3,14,0.71,3.43,6.43,-4.67,64662.0,PETZ3_Down_3.5_opendia_Afastado_-1_Sell_Corpo,opendia_-0.01,0.75,0.71,0.71,1,True,3.71,3.7125,0.0024999999999999467
2024-01-03,BRAV3,38,0.71,1.38,5.48,-4.16,64174.0,BRAV3_Down_0.5_open_Afastado_0.5_Sell_Pavio,26.63,0.75,0.71,0.71,1,True,26.35,26.63,0.2799999999999976
2024-01-03,USIM3,35,0.71,1.38,3.96,-2.55,63686.0,USIM3_Down_0.5_opendia_Afastado_0_Buy_GAP,opendia_0.0,0.75,0.71,0.71,1,True,9.01,9.05,-0.040000000000000924
2024-01-03,SOJA3,45,0.71,1.43,5.13,-4.24,63354.0,SOJA3_Up_0.5_opendia_Afastado_1_Buy_Pavio,opendia_0.01,0.75,0.71,0.71,1,True,15.96,15.7661,0.19390000000000107
2024-01-03,LOGG3,23,0.78,1.76,4.97,-4.36,62939.0,LOGG3_Down_0.5_opendia_Afastado_-1_Buy_Corpo,opendia_-0.01,0.75,0.78,0.78,1,True,20.92,20.3346,0.5854000000000035
2024-01-03,CVCB3,8,0.88,3.69,6.19,-4.8,62725.0,CVCB3_Down_1.5_high_Afastado_-1_Buy_Corpo,3.48,1.0,0.88,0.88,1,False,3.26,3.48,-0.2200000000000002
2024-01-03,BLAU3,29,0.72,1.84,6.03,-4.69,62664.0,BLAU3_Down_0.5_opendia_Afastado_1_Sell_Corpo,opendia_0.01,0.75,0.72,0.72,1,True,15.75,15.6651,-0.08489999999999931
2024-01-03,GRND3,41,0.76,1.06,2.9,-3.03,62610.0,GRND3_Up_0.5_close_Afastado_-1_Sell_Pavio,6.8,1.0,0.76,0.76,1,False,6.94,6.8,-0.14000000000000057
2024-01-03,PGMN3,16,0.75,2.45,6.35,-3.63,61813.0,PGMN3_Down_2_low_Afastado_1_Sell_Corpo,3.79,1.0,0.75,0.75,1,True,3.8,3.79,-0.009999999999999787
2024-01-03,VITT3,23,0.78,1.97,4.56,-4.91,61732.0,VITT3_Down_0.5_high_Afastado_0.5_Buy_Pavio,9.72,1.0,0.78,0.78,1,False,9.21,9.72,-0.5099999999999998
2024-01-03,SIMH3,18,0.78,2.18,6.24,-4.12,61675.0,SIMH3_Down_1.5_low_Afastado_0_Sell_Corpo,9.0,0.75,0.78,0.78,1,True,9.16,9.0,-0.16000000000000014
2024-01-03,MILS3,21,0.76,1.74,4.68,-3.52,61586.0,MILS3_Down_1_close_Afastado_1_Buy_Corpo,13.36,0.75,0.76,0.76,1,True,13.67,13.36,0.3100000000000005
2024-01-03,BMOB3,24,0.75,1.5,3.88,-3.46,61569.0,BMOB3_Down_0.5_opendia_Afastado_0.5_Buy_Corpo,opendia_0.005,1.0,0.75,0.75,1,True,13.51,13.647899999999998,-0.13789999999999836
2024-01-03,CASH3,18,0.83,1.88,5.08,-4.12,61148.0,CASH3_Down_1.5_low_Afastado_-0.5_Sell_Corpo,7.6,1.0,0.83,0.83,1,True,7.63,7.6,-0.03000000000000025
2024-01-04,SOJA3,27,0.74,2.33,5.19,-3.55,69164.0,SOJA3_Up_1_opendia_Afastado_-1_Buy_Corpo,opendia_-0.01,0.75,0.74,0.74,1,True,15.68,15.8301,-0.15010000000000012
2024-01-04,VVEO3,26,0.73,2.44,6.41,-4.51,67930.0,VVEO3_Down_1.5_opendia_Afastado_-0.5_Sell_Corpo,opendia_-0.005,1.0,0.73,0.73,1,True,12.48,12.8156,0.33559999999999945
2024-01-04,POMO3,20,0.9,1.9,5.57,-4.24,66067.0,POMO3_Up_0.5_close_Afastado_1_Buy_Corpo,4.94,0.75,0.9,0.9,1,False,4.72,4.94,-0.22000000000000064
2024-01-04,AZZA3,34,0.74,1.48,4.0,-4.46,65748.0,AZZA3_Down_0.5_low_Afastado_-0.5_Sell_GAP,61.22,1.0,0.74,0.74,1,True,58.76,61.22,2.460000000000001
2024-01-04,GMAT3,36,0.75,1.61,6.01,-4.86,64765.0,GMAT3_Up_0.5_close_Afastado_-1_Sell_Movimento,6.86,1.0,0.75,0.75,1,True,6.85,6.86,0.010000000000000675
2024-01-04,BRAV3,39,0.72,1.37,5.48,-4.16,64706.0,BRAV3_Down_0.5_open_Afastado_0.5_Sell_Pavio,26.23,0.75,0.72,0.72,1,True,25.82,26.23,0.41000000000000014
2024-01-04,RECV3,26,0.81,1.74,5.47,-2.89,64340.0,RECV3_Down_0.5_close_Afastado_0_Sell_GAP,21.25,0.75,0.81,0.81,1,True,20.69,21.25,0.5599999999999987
2024-01-04,USIM3,35,0.71,1.38,3.96,-2.55,63686.0,USIM3_Down_0.5_opendia_Afastado_0_Buy_GAP,opendia_0.0,0.75,0.71,0.71,1,True,8.8,8.9,-0.09999999999999964
2024-01-04,SIMH3,13,0.77,2.78,5.61,-3.04,63446.0,SIMH3_Up_1.5_opendia_Afastado_1_Sell_Corpo,opendia_0.01,0.75,0.77,0.77,1,False,9.0,9.2011,0.20110000000000028
2024-01-04,CMIN3,31,0.71,1.51,6.44,-2.87,63243.0,CMIN3_Down_0.5_opendia_Afastado_0_Buy_GAP,opendia_0.0,1.0,0.71,0.71,1,True,7.86,7.97,-0.10999999999999943
2024-01-04,SYNE3,38,0.71,1.18,3.21,-3.41,63052.0,SYNE3_Down_0.5_open_Afastado_-1_Buy_Movimento,4.8,0.75,0.71,0.71,1,False,4.65,4.8,-0.14999999999999947
2024-01-04,SBFG3,15,0.8,2.3,4.37,-3.96,62912.0,SBFG3_Down_0.5_open_Afastado_0_Sell_GAP,10.85,0.75,0.8,0.8,1,True,10.55,10.85,0.29999999999999893
2024-01-04,GRND3,28,0.86,1.13,2.9,-3.03,62669.0,GRND3_Up_0.5_close_Afastado_-1_Sell_Movimento,6.87,1.0,0.86,0.86,1,True,6.87,6.87,0.0
2024-01-04,TRIS3,28,0.75,1.87,5.22,-4.69,62268.0,TRIS3_Up_0.5_opendia_Afastado_0.5_Sell_Corpo,opendia_0.005,0.75,0.75,0.75,1,False,5.23,5.547599999999999,0.31759999999999877
2024-01-04,VITT3,23,0.78,1.97,4.56,-4.91,61732.0,VITT3_Down_0.5_high_Afastado_0.5_Buy_Pavio,9.31,1.0,0.78,0.78,1,False,9.13,9.31,-0.17999999999999972
2024-01-04,BMOB3,24,0.75,1.5,3.88,-3.46,61569.0,BMOB3_Down_0.5_opendia_Afastado_0.5_Buy_Corpo,opendia_0.005,1.0,0.75,0.75,1,False,13.26,13.607699999999998,-0.3476999999999979
2024-01-04,ROMI3,18,0.72,2.13,6.41,-2.6,61264.0,ROMI3_Up_1_opendia_Afastado_0_Sell_Corpo,opendia_0.0,0.75,0.72,0.72,1,True,12.39,12.75,0.35999999999999943
2024-01-04,PRNR3,16,0.88,1.7,5.74,-2.6,60758.0,PRNR3_Up_0.5_low_Afastado_-0.5_Buy_Movimento,11.2,0.75,0.88,0.88,1,False,11.33,11.2,0.13000000000000078
2024-01-04,CSED3,9,0.89,2.48,4.94,-4.51,59806.0,CSED3_Down_3.5_close_Afastado_0_Buy_Corpo,5.0,1.0,0.89,0.89,1,True,4.83,5.0,-0.16999999999999993
2024-01-04,ECOR3,26,0.73,1.3,4.57,-4.08,59480.0,ECOR3_Up_0.5_open_Afastado_-0.5_Sell_Movimento,9.34,0.75,0.73,0.73,1,True,9.15,9.34,0.1899999999999995
2024-01-05,PCAR3,36,0.83,2.37,6.78,-4.36,81920.0,PCAR3_Down_0.5_low_Afastado_0_Sell_Corpo,4.33,0.75,0.83,0.83,1,True,4.1,4.33,0.23000000000000043
2024-01-05,SOJA3,43,0.74,1.71,4.69,-3.63,74153.0,SOJA3_Up_0.5_high_Afastado_-0.5_Buy_GAP,16.01,0.75,0.74,0.74,1,False,15.66,16.01,-0.3500000000000014
2024-01-05,VVEO3,27,0.74,2.45,6.41,-4.51,69256.0,VVEO3_Down_1.5_opendia_Afastado_-0.5_Sell_Corpo,opendia_-0.005,1.0,0.74,0.74,1,False,12.91,12.4176,-0.49239999999999995
2024-01-05,AZZA3,35,0.74,1.57,4.02,-4.46,67716.0,AZZA3_Down_0.5_low_Afastado_-0.5_Sell_GAP,58.47,1.0,0.74,0.74,1,True,60.68,58.47,-2.210000000000001
2024-01-05,POMO3,36,0.75,1.55,5.57,-3.36,65907.0,POMO3_Down_0.5_close_Afastado_1_Buy_Pavio,4.77,0.75,0.75,0.75,1,True,4.79,4.77,0.020000000000000462
2024-01-05,BRAV3,40,0.72,1.38,5.48,-4.16,65485.0,BRAV3_Down_0.5_open_Afastado_0.5_Sell_Pavio,26.53,1.0,0.72,0.72,1,False,26.15,26.53,0.38000000000000256
2024-01-05,LOGG3,24,0.79,1.82,4.97,-4.36,64414.0,LOGG3_Down_0.5_opendia_Afastado_-1_Buy_Corpo,opendia_-0.01,0.75,0.79,0.79,1,False,21.44,20.0574,1.3826
2024-01-05,SYNE3,33,0.82,1.26,4.13,-2.94,64328.0,SYNE3_Up_0.5_low_Afastado_0.5_Buy_Pavio,4.61,1.0,0.82,0.82,1,True,4.7,4.61,0.08999999999999986
2024-01-05,SBFG3,16,0.81,2.34,4.37,-3.96,64292.0,SBFG3_Down_0.5_open_Afastado_0_Sell_GAP,11.08,0.75,0.81,0.81,1,False,10.74,11.08,0.33999999999999986
2024-01-05,SMTO3,19,0.79,1.89,5.4,-3.58,63298.0,SMTO3_Down_2_close_Afastado_0_Sell_Corpo,28.13,0.75,0.79,0.79,1,True,28.4,28.13,-0.2699999999999996
2024-01-05,CMIN3,31,0.71,1.51,6.44,-2.87,63243.0,CMIN3_Down_0.5_opendia_Afastado_0_Buy_GAP,opendia_0.0,1.0,0.71,0.71,1,True,7.86,7.8,0.0600000000000005
2024-01-05,MILS3,22,0.77,1.77,4.68,-3.52,62733.0,MILS3_Down_1_close_Afastado_1_Buy_Corpo,13.69,0.75,0.77,0.77,1,True,13.7,13.69,0.009999999999999787
2024-01-05,CVCB3,8,0.88,3.69,6.19,-4.8,62725.0,CVCB3_Down_1.5_high_Afastado_-1_Buy_Corpo,3.28,1.0,0.88,0.88,1,True,3.18,3.28,-0.09999999999999964
2024-01-05,GRND3,42,0.74,1.06,2.9,-3.03,62610.0,GRND3_Up_0.5_close_Afastado_-1_Sell_Pavio,6.8,0.75,0.74,0.74,1,False,6.86,6.8,-0.0600000000000005
2024-01-05,PGMN3,12,0.83,2.65,5.75,-2.59,62577.0,PGMN3_Down_3_opendia_Afastado_-0.5_Sell_Corpo,opendia_-0.005,1.0,0.83,0.83,1,True,3.43,3.33325,-0.09675000000000011
2024-01-05,GGPS3,28,0.79,1.3,3.28,-3.04,62470.0,GGPS3_Down_0.5_high_Afastado_-1_Sell_Corpo,18.39,0.75,0.79,0.79,1,True,18.8,18.39,-0.41000000000000014
2024-01-05,VITT3,23,0.78,1.97,4.56,-4.91,61732.0,VITT3_Down_0.5_high_Afastado_0.5_Buy_Pavio,9.27,1.0,0.78,0.78,1,False,9.14,9.27,-0.129999999999999
2024-01-05,BMOB3,24,0.75,1.5,3.88,-3.46,61569.0,BMOB3_Down_0.5_opendia_Afastado_0.5_Buy_Corpo,opendia_0.005,1.0,0.75,0.75,1,True,12.85,13.135349999999999,-0.2853499999999993
2024-01-05,ALPA4,15,0.8,2.22,5.3,-3.7,60956.0,ALPA4_Down_2_close_Afastado_1_Buy_Corpo,9.06,1.0,0.8,0.8,1,True,9.38,9.06,0.3200000000000003
2024-01-05,CBAV3,26,0.81,1.58,4.46,-4.68,60922.0,CBAV3_Down_1_close_Afastado_-0.5_Sell_Corpo,4.87,0.75,0.81,0.81,1,True,5.08,4.87,-0.20999999999999996
2024-01-08,PCAR3,37,0.84,2.47,6.78,-4.36,84565.0,PCAR3_Down_0.5_low_Afastado_0_Sell_Corpo,4.1,0.75,0.84,0.84,1,True,4.09,4.1,0.009999999999999787
2024-01-08,SOJA3,43,0.74,1.71,4.69,-3.63,74153.0,SOJA3_Up_0.5_high_Afastado_-0.5_Buy_GAP,15.92,0.75,0.74,0.74,1,False,15.47,15.92,-0.4499999999999993
2024-01-08,GMAT3,25,0.76,2.22,4.47,-3.25,69923.0,GMAT3_Up_0.5_opendia_Afastado_-0.5_Sell_Corpo,opendia_-0.005,1.0,0.76,0.76,1,True,7.15,6.91525,-0.23475000000000001
2024-01-08,POMO3,20,0.9,1.9,5.57,-4.24,66067.0,POMO3_Up_0.5_close_Afastado_1_Buy_Corpo,4.84,0.75,0.9,0.9,1,True,4.85,4.84,0.009999999999999787
2024-01-08,AZZA3,36,0.72,1.57,4.02,-4.96,65727.0,AZZA3_Down_0.5_low_Afastado_-0.5_Sell_GAP,58.17,0.75,0.72,0.72,1,False,63.98,58.17,-5.809999999999995
2024-01-08,RECV3,27,0.81,1.78,5.47,-2.89,65684.0,RECV3_Down_0.5_close_Afastado_0_Sell_GAP,21.1,0.75,0.81,0.81,1,False,20.95,21.1,0.15000000000000213
2024-01-08,JALL3,29,0.72,1.78,4.37,-3.4,65584.0,JALL3_Up_0.5_open_Afastado_1_Sell_Pavio,7.62,1.0,0.72,0.72,1,True,7.69,7.62,-0.07000000000000028
2024-01-08,BRAV3,40,0.72,1.38,5.48,-4.16,65485.0,BRAV3_Down_0.5_open_Afastado_0.5_Sell_Pavio,25.95,1.0,0.72,0.72,1,True,27.37,25.95,-1.4200000000000017
2024-01-08,SYNE3,51,0.71,1.18,4.35,-3.88,65417.0,SYNE3_Up_0.5_open_Afastado_-0.5_Buy_Pavio,4.58,0.75,0.71,0.72,1,False,4.69,4.58,0.11000000000000032
2024-01-08,TRIS3,26,0.81,1.87,5.22,-4.69,65171.0,TRIS3_Up_1_opendia_Afastado_0.5_Sell_Corpo,opendia_0.005,0.75,0.81,0.81,1,True,5.45,5.326499999999999,-0.12350000000000083
2024-01-08,BRFS3,17,0.76,2.31,5.16,-2.98,63672.0,BRFS3_Up_0.5_open_Afastado_0_Buy_Corpo,12.53,0.75,0.76,0.76,1,False,12.7,12.53,0.16999999999999993
2024-01-08,CMIN3,32,0.72,1.47,6.44,-2.87,63627.0,CMIN3_Down_0.5_opendia_Afastado_0_Buy_GAP,opendia_0.0,1.0,0.72,0.72,1,True,7.75,7.79,-0.040000000000000036
2024-01-08,SIMH3,13,0.77,2.78,5.61,-3.04,63446.0,SIMH3_Up_1.5_opendia_Afastado_1_Sell_Corpo,opendia_0.01,0.75,0.77,0.77,1,True,9.38,9.2516,-0.12840000000000096
2024-01-08,GRND3,29,0.83,1.13,2.9,-3.03,62669.0,GRND3_Up_0.5_close_Afastado_-1_Sell_Movimento,6.79,0.75,0.83,0.83,1,False,7.12,6.79,-0.33000000000000007
2024-01-08,VITT3,23,0.78,1.97,4.56,-4.91,61732.0,VITT3_Down_0.5_high_Afastado_0.5_Buy_Pavio,9.2,1.0,0.78,0.78,1,True,9.18,9.2,-0.019999999999999574
2024-01-08,CYRE3,29,0.76,1.5,4.81,-3.34,61330.0,CYRE3_Up_0.5_opendia_Afastado_0_Sell_Corpo,opendia_0.0,1.0,0.76,0.76,1,True,22.78,22.1,-0.6799999999999997
2024-01-08,ROMI3,18,0.72,2.13,6.41,-2.6,61264.0,ROMI3_Up_1_opendia_Afastado_0_Sell_Corpo,opendia_0.0,0.75,0.72,0.72,1,True,12.76,12.56,-0.1999999999999993
2024-01-08,USIM3,30,0.73,1.33,3.96,-2.55,60796.0,USIM3_Up_0.5_opendia_Afastado_0_Buy_Corpo,opendia_0.0,0.75,0.73,0.73,1,True,8.63,8.79,-0.15999999999999837
2024-01-08,CURY3,19,0.79,1.83,4.43,-4.33,60794.0,CURY3_Up_0.5_close_Afastado_-1_Sell_Corpo,16.86,0.75,0.79,0.79,1,True,17.73,16.86,-0.870000000000001
2024-01-08,PNVL3,21,0.71,1.76,5.66,-3.01,60726.0,PNVL3_Up_1_close_Afastado_-1_Buy_Corpo,12.87,0.75,0.71,0.71,1,True,13.0,12.87,0.13000000000000078
2024-01-09,PCAR3,38,0.79,2.23,6.78,-4.36,78448.0,PCAR3_Down_0.5_low_Afastado_0_Sell_Movimento,4.03,0.75,0.79,0.79,1,True,3.92,4.03,0.11000000000000032
2024-01-09,SOJA3,43,0.74,1.71,4.69,-3.63,74153.0,SOJA3_Up_0.5_high_Afastado_-0.5_Buy_GAP,15.59,0.75,0.74,0.74,1,True,15.9,15.59,0.3100000000000005
2024-01-09,GMAT3,18,0.83,2.5,4.47,-2.73,68605.0,GMAT3_Up_1.5_opendia_Afastado_-0.5_Sell_Corpo,opendia_-0.005,1.0,0.83,0.83,1,True,7.22,7.104299999999999,-0.11570000000000036
2024-01-09,POMO3,37,0.76,1.51,5.57,-3.36,66117.0,POMO3_Down_0.5_close_Afastado_1_Buy_Pavio,4.9,1.0,0.76,0.76,1,False,4.78,4.9,-0.1200000000000001
2024-01-09,AZUL4,19,0.79,2.29,6.69,-4.55,66039.0,AZUL4_Up_1_opendia_Afastado_1_Sell_Corpo,opendia_0.01,1.0,0.79,0.79,1,True,14.82,14.746,-0.07399999999999984
2024-01-09,PRNR3,34,0.71,1.71,4.61,-3.27,65947.0,PRNR3_Up_0.5_open_Afastado_-1_Buy_Movimento,11.13,0.75,0.71,0.71,1,True,11.12,11.13,-0.010000000000001563
2024-01-09,AZZA3,36,0.72,1.57,4.02,-4.96,65727.0,AZZA3_Down_0.5_low_Afastado_-0.5_Sell_GAP,59.82,0.75,0.72,0.72,1,False,64.03,59.82,-4.210000000000001
2024-01-09,RECV3,27,0.81,1.78,5.47,-2.89,65684.0,RECV3_Down_0.5_close_Afastado_0_Sell_GAP,20.95,0.75,0.81,0.81,1,True,20.68,20.95,0.2699999999999996
2024-01-09,SYNE3,51,0.71,1.18,4.35,-3.88,65417.0,SYNE3_Up_0.5_open_Afastado_-0.5_Buy_Pavio,4.68,0.75,0.71,0.72,1,True,4.69,4.68,0.010000000000000675
2024-01-09,VITT3,34,0.71,1.77,4.51,-4.44,64547.0,VITT3_Down_0.5_high_Afastado_0_Buy_Pavio,9.27,1.0,0.71,0.71,1,True,9.1,9.27,-0.16999999999999993
2024-01-09,SBFG3,16,0.81,2.34,4.37,-3.96,64292.0,SBFG3_Down_0.5_open_Afastado_0_Sell_GAP,10.52,0.75,0.81,0.81,1,False,11.72,10.52,-1.200000000000001
2024-01-09,MGLU3,9,0.78,4.34,6.54,-4.32,63667.0,MGLU3_Up_5_opendia_Afastado_0_Sell_Corpo,opendia_0.0,0.75,0.78,0.78,1,True,21.27,20.48,-0.7899999999999991
2024-01-09,GRND3,29,0.83,1.13,2.9,-3.03,62669.0,GRND3_Up_0.5_close_Afastado_-1_Sell_Movimento,7.05,0.75,0.83,0.83,1,True,7.1,7.05,-0.04999999999999982
2024-01-09,BHIA3,9,0.78,3.9,5.66,-4.03,62605.0,BHIA3_Up_3.5_close_Afastado_0_Sell_Corpo,11.1,0.75,0.78,0.78,1,True,10.95,11.1,0.15000000000000036
2024-01-09,SMTO3,20,0.75,1.73,4.45,-2.15,61758.0,SMTO3_Down_1_opendia_Afastado_-1_Sell_Corpo,opendia_-0.01,0.75,0.75,0.75,1,True,27.09,27.522000000000002,0.43200000000000216
2024-01-09,EZTC3,27,0.74,1.63,5.0,-3.69,60978.0,EZTC3_Up_0.5_close_Afastado_0.5_Sell_Movimento,17.1,0.75,0.74,0.74,1,True,16.97,17.1,0.13000000000000256
2024-01-09,UGPA3,38,0.79,1.01,2.81,-3.35,60720.0,UGPA3_Down_0.5_opendia_Afastado_-0.5_Buy_Movimento,opendia_-0.005,1.0,0.79,0.79,1,True,27.13,26.5267,0.6032999999999973
2024-01-09,SIMH3,9,0.78,3.12,5.61,-3.04,60620.0,SIMH3_Up_2_opendia_Afastado_1_Sell_Corpo,opendia_0.01,1.0,0.78,0.78,1,False,9.17,9.393,0.22300000000000075
2024-01-09,BPAN4,25,0.8,1.2,4.21,-3.68,60354.0,BPAN4_Down_0.5_low_Afastado_-1_Sell_GAP,8.13,0.75,0.8,0.8,1,False,8.53,8.13,-0.3999999999999986
2024-01-09,CYRE3,30,0.73,1.5,4.81,-4.07,59766.0,CYRE3_Up_0.5_opendia_Afastado_0_Sell_Corpo,opendia_0.0,0.75,0.73,0.73,1,True,22.72,22.61,-0.10999999999999943
2024-01-10,PCAR3,38,0.84,2.4,6.78,-4.36,84687.0,PCAR3_Down_0.5_low_Afastado_0_Sell_Corpo,3.91,0.75,0.84,0.84,1,True,3.77,3.91,0.14000000000000012
2024-01-10,SOJA3,44,0.75,1.72,4.69,-3.63,75145.0,SOJA3_Up_0.5_high_Afastado_-0.5_Buy_GAP,15.82,0.75,0.75,0.75,1,True,15.67,15.82,-0.15000000000000036
2024-01-10,SMTO3,51,0.71,1.43,4.04,-3.39,70638.0,SMTO3_Down_0.5_opendia_Afastado_-1_Sell_GAP,opendia_-0.01,1.0,0.71,0.72,1,True,26.74,26.829,0.08900000000000219
2024-01-10,VVEO3,27,0.74,2.45,6.41,-4.51,69256.0,VVEO3_Down_1.5_opendia_Afastado_-0.5_Sell_Corpo,opendia_-0.005,1.0,0.74,0.74,1,True,12.87,13.124049999999999,0.25404999999999944
2024-01-10,POMO3,37,0.76,1.51,5.57,-3.36,66117.0,POMO3_Down_0.5_close_Afastado_1_Buy_Pavio,4.83,1.0,0.76,0.76,1,True,4.88,4.83,0.04999999999999982
2024-01-10,AZUL4,20,0.75,2.29,6.69,-4.55,65801.0,AZUL4_Up_1_opendia_Afastado_1_Sell_Corpo,opendia_0.01,0.75,0.75,0.75,1,True,14.69,15.0591,0.3691000000000013
2024-01-10,AZZA3,36,0.72,1.57,4.02,-4.96,65727.0,AZZA3_Down_0.5_low_Afastado_-0.5_Sell_GAP,63.11,0.75,0.72,0.72,1,False,63.97,63.11,-0.8599999999999994
